name,genre,type,episodes,members,rating
Nakedyouth,"Romance, Shounen Ai, Slice of Life, Sports",ONA,1.0,4125,6.17
Ozma,"Action, Sci-Fi",TV,6.0,11556,6.17
Saint Luminous Jogakuin,"Mystery, Psychological, Supernatural",TV,13.0,1701,6.17
School Days,"Drama, Harem, Romance, School",TV,12.0,279183,6.17
Sekishoku Elegy,Romance,OVA,1.0,397,6.17
Soliton no Akuma,"Drama, Military, Sci-Fi",Movie,1.0,412,6.17
Space☆Dandy Picture Drama,"Comedy, Sci-Fi, Space",Special,2.0,2399,6.17
Stitch!: Zutto Saikou no Tomodachi Special,"Adventure, Comedy, Kids",Special,1.0,189,6.17
Suzy&#039;s Zoo: Daisuki! Witzy - Happy Birthday,Kids,Special,1.0,158,6.17
Tenshi na Konamaiki Specials,Shounen,Special,13.0,504,6.18
The Choujo,"Comedy, Sci-Fi, Super Power",OVA,1.0,1525,6.17
Wakusei Robo Danguard Ace: Uchuu Daikaisen,"Mecha, Sci-Fi",Movie,1.0,220,6.17
A.D. Police (TV),"Action, Mecha, Sci-Fi, Shounen",TV,12.0,5547,6.16
Ange Vierge,"Adventure, Fantasy, Magic, School",TV,12.0,21934,6.16
Bonobono (2016),Comedy,TV,1.0,760,6.16
Catman Specials,"Comedy, Fantasy, Slice of Life",Special,4.0,346,6.16
Eikyuu Kazoku,"Comedy, Psychological",Movie,1.0,5305,6.16
First Squad: The Moment of Truth,"Action, Historical, Military, Super Power, Supernatural",Movie,1.0,25040,6.16
Kyoukai no Rinne,"Comedy, Supernatural",Special,1.0,2983,6.16
Mahou Shoujo Lyrical Nanoha ViVid: Special Program,"Action, Magic",Special,1.0,1026,6.15
Masamune Datenicle,"Action, Historical, Samurai, Super Power",ONA,1.0,846,6.16
Mori no Andou,Comedy,ONA,1.0,623,6.17
Nyanbo!,Comedy,TV,26.0,2886,6.16
Softenni Specials,"Comedy, Ecchi, School, Sports",Special,6.0,2902,6.16
Tatakae!! Iczer-1,"Action, Adventure, Ecchi, Mecha, Sci-Fi",OVA,3.0,3126,6.16
Youkai Watch: Best 10,"Comedy, Kids, Supernatural",Special,1.0,231,6.16
Yuuki no Baton,Music,Music,1.0,549,6.16
Atagoal wa Neko no Mori,Kids,Movie,1.0,483,6.15
Bacterial Contamination,"Dementia, Horror, Music",Music,1.0,1643,6.15
Choujin Locke: Shinsekai Sentai,"Action, Sci-Fi, Super Power",OVA,2.0,530,6.15
Daikyouryuu Jidai,Sci-Fi,Movie,1.0,275,6.15
Detective Conan vs. Wooo,"Adventure, Comedy, Mystery, Police, Shounen",ONA,2.0,2587,6.15
Gunparade Orchestra OVA,Mecha,OVA,3.0,394,6.15
Hajimari no Boukensha-tachi: Legend of Crystania,"Action, Adventure, Fantasy, Magic, Supernatural",Movie,1.0,2893,6.15
Mahou no Tenshi Creamy Mami: Lovely Serenade,Music,Music,1.0,385,6.15
Marie &amp; Gali ver. 2.0,Comedy,TV,30.0,499,6.15
Mitsu x Mitsu Drops,"Drama, Romance, School, Shoujo",OVA,2.0,16436,6.15
Mitsuwano,Slice of Life,OVA,1.0,2794,6.15
Nessa no Haou Gandalla,"Adventure, Drama, Fantasy, Horror, Magic, Music, Sci-Fi, Supernatural",TV,26.0,637,6.15
Nodoka Mori no Doubutsu Daisakusen,Fantasy,Special,1.0,160,6.15
Ouritsu Uchuugun: Honneamise no Tsubasa - Pilot Film,"Sci-Fi, Seinen",Special,1.0,705,6.15
Q Transformers: Saranaru Ninki Mono e no Michi,"Mecha, Parody, Slice of Life",TV,13.0,210,6.15
Salamander,"Adventure, Sci-Fi",OVA,3.0,597,6.15
Samurai Noodles: The Originator,"Historical, Samurai",ONA,1.0,254,6.15
School Days: Valentine Days,"Comedy, Romance, School",OVA,1.0,32917,6.15
Seraphim Call,"Drama, Romance, Sci-Fi",TV,12.0,2434,6.15
Shounen Hollywood: Holly Stage for 49,"Music, Shoujo, Slice of Life",TV,13.0,10776,6.15
Subarashii Sekai,"Fantasy, Music",Music,1.0,165,6.15
Takane no Jitensha,"Fantasy, School",Special,1.0,1583,6.15
The iDOLM@STER Million Live! 1st Anniversary PV,Drama,Special,1.0,1292,6.15
Toufu Kozou,Comedy,Movie,1.0,295,6.15
Yama Nezumi Rocky Chuck,"Adventure, Fantasy, Kids",TV,52.0,507,6.15
Angelique: Shiroi Tsubasa no Memoire,"Drama, Fantasy, Magic, Romance, Sci-Fi, Shoujo",OVA,2.0,1871,6.14
Bakumatsu Rock: Mystery! Onsen Kaijiken ze yo!!,Music,OVA,1.0,1455,6.14
Chouon Senshi Borgman 2: Shin Seiki 2058,"Action, Demons, Sci-Fi, Shounen",OVA,3.0,319,6.14
Cleopatra D.C.,"Action, Adventure, Sci-Fi",OVA,3.0,1074,6.14
Don Chuck Monogatari,"Adventure, Kids, Slice of Life",TV,26.0,411,6.14
Extra,"Action, Dementia, Horror, Music, Sci-Fi",Music,1.0,2401,6.14
Fake Style II,Music,Music,1.0,82,6.14
Hero Bank,"Game, Kids",TV,51.0,1946,6.15
Kaitouranma The Animation,"Action, Adventure, Martial Arts, Samurai",OVA,2.0,1512,6.14
Kodai Ouja Kyouryuu King,"Adventure, Fantasy, Kids",TV,49.0,4402,6.14
Kumi to Tulip,"Kids, Sci-Fi",Movie,1.0,999,6.14
Lime-iro Senkitan,"Drama, Ecchi, Harem, Historical, Mecha, Supernatural",TV,13.0,6176,6.14
Mahoutsukai Sally (Movie),"Comedy, Magic, Shoujo",Movie,1.0,202,6.14
Marginal Prince: Gekkeiju no Ouji-tachi - Tokyo Merry-Go-Round,"Romance, School, Shounen Ai",Special,1.0,728,6.13
Mazinger ZIP!,"Comedy, Mecha",TV,237.0,273,6.14
Melty Lancer,"Adventure, Comedy, Sci-Fi, Space",OVA,6.0,1035,6.14
Nandaka Velonica,"Comedy, Fantasy, Kids",TV,10.0,737,6.14
Precure kara Minna e no Ouen Movie,"Fantasy, Magic, Shoujo",ONA,1.0,893,6.14
Rusty Nail,"Action, Music, Sci-Fi",Music,1.0,417,6.14
Shin Hurricane Polymar,"Action, Martial Arts, Sci-Fi, Super Power",OVA,2.0,752,6.14
Stitch!: Itazura Alien no Daibouken - Uchuu Ichi no Oniichan,"Adventure, Comedy, Kids, Sci-Fi",Special,1.0,219,6.14
Wind: A Breath of Heart (TV),"Drama, Romance, School, Supernatural",TV,13.0,7778,6.14
&quot;Eiji&quot;,"Comedy, Drama, Sports",OVA,1.0,805,6.13
Bohemian Rhapsody,"Music, Sci-Fi, Space",Music,1.0,3005,6.13
"Diabolik Lovers More,Blood","Harem, School, Shoujo, Vampire",TV,12.0,37924,6.13
Fake Style,Music,Music,1.0,85,6.13
Fantasista Stella,"Shounen, Sports",OVA,3.0,486,6.13
Hello Kitty no Fushigi no Kuni no Alice,"Fantasy, Kids",OVA,1.0,240,6.13
Houseki no Kuni,"Fantasy, Sci-Fi, Seinen",ONA,1.0,1156,6.13
I&#039;&#039;s,"Drama, Romance",OVA,2.0,6419,6.13
Mahoutsukai Jiji,"Fantasy, Magic, Music",ONA,1.0,1039,6.13
Majokko Shimai no Yoyo to Nene Movie Extra: Hatsukoi - Mikako Komatsu,Music,Special,1.0,863,6.13
Mighty Orbots,"Adventure, Comedy, Mecha, Sci-Fi",TV,13.0,210,6.13
Nineteen 19,"Drama, Romance",OVA,1.0,1402,6.13
Ninku: Knife no Bohyou,"Action, Adventure, Comedy, Martial Arts, Shounen",Special,1.0,280,6.13
Rescue Me!,"Ecchi, Harem, Romance",OVA,1.0,14381,6.13
Shin Strange+ Special,"Comedy, Shoujo, Slice of Life",Special,1.0,1094,6.13
Shining Hearts: Shiawase no Pan Specials,Fantasy,Special,6.0,1572,6.13
Sprite: Between Two Worlds,"Comedy, Ecchi, Romance, School",OVA,2.0,810,6.13
Starry Tales: Seiza wa Toki wo Koete,"Fantasy, Space",Movie,1.0,286,6.13
Yonhyakunijuu Renpai Girl,"Comedy, Romance, School",Special,1.0,2852,6.13
Yoroiden Samurai Troopers Message,"Adventure, Fantasy, Samurai, Shounen",OVA,5.0,1299,6.13
AIKa R-16: Virgin Mission,"Action, Comedy, Ecchi",OVA,3.0,13346,6.12
Alexander Senki Movie,"Action, Adventure, Dementia, Historical, Military, Mystery, Shounen, Supernatural",Movie,1.0,1258,6.12
Arei no Kagami: Way to the Virgin Space,"Action, Adventure, Sci-Fi, Space",Movie,1.0,549,6.12
Bannou Yasai Ninninman,"Comedy, Supernatural",Movie,1.0,3612,6.13
Channel 5.5 3rd Season,"Comedy, Parody",ONA,4.0,280,6.12
Decorator,Music,Music,1.0,880,6.12
Digimon Adventure 3D: Digimon Grand Prix!,"Action, Adventure, Comedy, Fantasy, Kids, Parody, Sports",Movie,1.0,4882,6.12
Downloader,Music,Music,1.0,3680,6.12
Gaist Crusher,"Action, Fantasy, Supernatural",TV,51.0,1294,6.12
Garo: Guren no Tsuki Special,"Action, Demons, Fantasy, Magic, Supernatural",Special,1.0,930,6.1
Genocyber,"Action, Horror, Mecha, Psychological, Sci-Fi",OVA,5.0,12158,6.12
Ginga Tansa 2100-nen: Border Planet,Sci-Fi,Special,1.0,336,6.12
Green Green OVA,"Comedy, Ecchi, Romance, School",OVA,1.0,21620,6.12
Houma Hunter Lime,"Comedy, Fantasy",OVA,3.0,945,6.12
Kyouryuu Tankentai Born Free,"Action, Sci-Fi",TV,25.0,236,6.12
Mobile Suit SD Gundam Mk III,"Mecha, Parody, Sci-Fi",OVA,6.0,1805,6.12
Puchitto Gargantia Special,"Comedy, Mecha, Sci-Fi",Special,1.0,1786,6.12
"Sagashita no wa Oheya, Mitsuketa no wa Mirai","Romance, Slice of Life",ONA,1.0,204,6.12
Samurai Gun,"Action, Historical, Seinen",TV,12.0,5381,6.12
Stitch!,"Adventure, Comedy, Kids",TV,25.0,2569,6.12
World Fool News (TV),"Comedy, Slice of Life",TV,12.0,999,6.12
Yonimo Osoroshii Nihon Mukashibanashi,"Dementia, Horror, Psychological",OVA,3.0,655,6.12
Ys IV: The Dawn of Ys,"Action, Adventure, Fantasy, Game",Special,1.0,237,6.12
"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal",Comedy,Special,1.0,12967,6.13
Anime Tenchou,"Action, Parody",OVA,1.0,6066,6.11
Believe,"Action, Music, Super Power",Music,1.0,616,6.11
Dallos,"Action, Mecha, Sci-Fi",OVA,4.0,2520,6.11
Gakuen Handsome,"Comedy, Parody, School, Shounen Ai",TV,12.0,10696,6.11
Happy World!,"Comedy, Ecchi, Fantasy, Romance",OVA,3.0,4348,6.11
Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!! OVA,Magic,OVA,2.0,362,6.11
Kanojo wa Zombie,"Music, Romance",Music,1.0,387,6.11
Karasu Tengu Kabuto: Ougon no Me no Kemono,"Action, Adventure, Drama, Historical",OVA,1.0,735,6.11
Kashou no Tsuki: Aki Kyougen,"Historical, Romance, Shoujo, Supernatural",OVA,2.0,3621,6.11
Legend of Crystania OVA,"Action, Adventure, Fantasy, Magic, Supernatural",OVA,3.0,2521,6.11
Lily C.A.T.,"Horror, Sci-Fi, Space",Movie,1.0,2068,6.11
Mangirl!: Asobu Henshuu Girl,"Comedy, Slice of Life",Special,1.0,3933,6.11
Ojisan to Marshmallow Special,Comedy,Special,1.0,6392,6.11
Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,"Comedy, Romance",Movie,1.0,1804,6.11
Queen&#039;s Blade: Rurou no Senshi Specials,"Action, Adventure, Ecchi, Fantasy",Special,6.0,9470,6.11
Shin SOS Dai Tokyo Tankentai,Adventure,Movie,1.0,977,6.11
Shoka,"Action, Fantasy, Historical",Special,1.0,3355,6.11
Suki Desu Suzuki-kun!!,Romance,OVA,2.0,3514,6.11
Taboo Tattoo,"Action, Comedy, Martial Arts, Mystery, Super Power, Supernatural",TV,12.0,99460,6.11
Tooryanse,"Music, Supernatural",Music,1.0,305,6.11
Usaru-san,Kids,Special,4.0,822,6.11
Arata Kangatari Picture Drama,Fantasy,Special,6.0,1129,6.1
Bamboo Blade: CM Fanfu-Fufe-Fo,"Comedy, Parody, Sci-Fi",Special,24.0,455,6.1
Bio Hunter,"Action, Demons, Horror",OVA,1.0,5719,6.1
Buddha Saitan,"Psychological, Romance, Supernatural",Movie,1.0,3824,6.1
Byulbyul Iyagi,"Drama, Psychological",Movie,6.0,235,6.1
Cinnamon no Parade,Fantasy,ONA,1.0,186,6.1
Comet Lucifer: Garden Indigo no Shasou kara,"Adventure, Comedy, Fantasy",Special,12.0,2769,6.1
Eiyuu Gaiden Mozaicka,Fantasy,OVA,4.0,558,6.1
Hanabi,"Drama, Music, Romance, Slice of Life",Music,1.0,162,6.1
Hot Minute: Gudetama,"Comedy, Kids",Special,1.0,213,6.1
Kagami no Genon,Slice of Life,Movie,1.0,1803,6.1
Kare Baka: Wagahai no Kare wa Baka de R,"Comedy, Romance, School",ONA,8.0,4391,6.1
Kikumana,"Dementia, Psychological",ONA,1.0,4723,6.1
Piano,"Drama, Music, Romance, Shoujo, Slice of Life",TV,10.0,5674,6.1
Rokushin Gattai GodMars (1982),"Action, Mecha, Sci-Fi, Space",Movie,1.0,304,6.1
Seikon no Qwaser Picture Drama,Ecchi,Special,16.0,8932,6.1
Show By Rock!!: Legend of Shingan Crimsonz,"Comedy, Music",ONA,3.0,516,6.1
Strange+,"Comedy, Shoujo, Slice of Life",TV,12.0,21006,6.1
Sushi Ninja,"Action, Comedy, Fantasy",ONA,1.0,287,6.1
The SoulTaker: Tamashii-gari - Komugi Daisakusen,Comedy,Special,3.0,1266,6.1
White Album 2 Picture Drama,"Drama, Ecchi",Special,2.0,2296,6.1
Yamato 2520,"Action, Adventure, Military, Sci-Fi",OVA,3.0,726,6.1
Yodaka no Hoshi (Music),"Drama, Fantasy, Music, Slice of Life",Music,1.0,478,6.1
Backkom,"Comedy, Kids",TV,52.0,423,6.09
Chime,Music,Music,1.0,3125,6.09
Dr. Slump Movie 11: Dr. Mashirito &amp; Abale-chan,"Comedy, Sci-Fi, Shounen",Movie,1.0,576,6.09
Geisters: Fractions of the Earth,"Action, Sci-Fi",TV,26.0,670,6.09
Himitsu no Akko-chan (Movie),"Magic, School, Shoujo",Movie,1.0,228,6.09
Mai no Mahou to Katei no Hi,"Drama, Magic",Special,1.0,1131,6.09
Majuu Senshi Luna Varga,"Adventure, Comedy, Ecchi, Fantasy, Magic",OVA,4.0,640,6.09
Minna Atsumare! Falcom Gakuen SC,"Comedy, Parody, School, Seinen",TV,12.0,1366,6.09
Miracle Shoujo Limit-chan,"Comedy, Magic, School, Sci-Fi, Shoujo, Super Power",TV,25.0,236,6.09
Mu Di,Music,Movie,1.0,145,6.09
Mujaki no Rakuen,"Comedy, Ecchi, Romance, School, Seinen",OVA,3.0,12054,6.09
Musaigen no Phantom World: Limitless Phantom World,"Comedy, Fantasy, Supernatural",Special,7.0,6401,6.09
Nanmu Ichibyousokusai,"Historical, Music",Movie,1.0,251,6.09
Nurse Witch Komugi-chan R,"Comedy, Magic, Parody",TV,12.0,7376,6.09
Ra/Radio Noise*Planet,"Adventure, Psychological, Sci-Fi",OVA,1.0,595,6.09
Rokushin Gattai GodMars: Juunanasai no Densetsu,"Action, Mecha, Sci-Fi, Space",OVA,1.0,408,6.09
Saint Beast: Seijuu Kourin-hen,"Action, Fantasy, Magic, Supernatural",TV,6.0,6177,6.09
Tonari no 801-chan R,"Comedy, Music",OVA,1.0,1947,6.09
Toshi Densetsu Monogatari Hikiko,Horror,OVA,1.0,2963,6.09
Ultraviolet: Code 044,"Action, Sci-Fi",TV,12.0,3784,6.09
Xanadu Dragonslayer Densetsu,"Adventure, Comedy, Fantasy",OVA,1.0,307,6.09
Zettai Bouei Leviathan: Mini Takibi Gekijou,"Comedy, Fantasy, Magic",Special,13.0,1203,6.09
Adachi-ga Hara,Sci-Fi,Movie,1.0,516,6.08
AIKa Zero,"Action, Adventure, Comedy, Ecchi",OVA,3.0,9595,6.08
Divergence Eve,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space",TV,13.0,7833,6.08
GAME OVER feat. Hatsune Miku,Music,Music,1.0,1400,6.08
Getter Robo (Movie),"Action, Mecha, Sci-Fi, Shounen",Movie,1.0,527,6.08
Goddamn,"Action, Cars, Seinen, Sports",OVA,2.0,582,6.08
Gunslinger Stratos: The Animation - Kikan/Kaze no Yukue,"Action, Sci-Fi",ONA,1.0,1348,6.08
Hello Kitty no Kaguya-hime,"Fantasy, Kids",OVA,1.0,176,6.08
Himitsu no Akko-chan: Umi da! Obake da!! Natsu Matsuri,"Magic, Shoujo",Movie,1.0,200,6.08
Kikou Sennyo Rouran,"Action, Fantasy, Mecha",TV,28.0,1049,6.08
Koneko no Rakugaki,Comedy,Movie,1.0,547,6.08
Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,"Action, Drama, Police, Seinen",TV,11.0,627,6.08
Najica Dengeki Sakusen,"Action, Comedy, Ecchi, Sci-Fi",TV,12.0,9605,6.08
Pankis! 2-jigen,"Comedy, Music",TV,24.0,331,6.08
Sarutobi Ecchan,"Comedy, Kids, Magic, School",TV,26.0,357,6.08
Scoopers,"Action, Sci-Fi",OVA,1.0,195,6.08
Time Slip Ichimannen: Prime Rose,"Action, Adventure, Drama, Romance, Sci-Fi",Special,1.0,584,6.08
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA,"Comedy, Drama, Harem, Romance, Sci-Fi",OVA,4.0,550,6.08
Tuzki: Love Assassin,"Comedy, Romance",ONA,1.0,309,6.08
Wakusei Robo Danguard Ace tai Konchuu Robot Gundan,"Mecha, Sci-Fi",Movie,1.0,232,6.08
Yes! BanG_Dream!,Music,Music,1.0,353,6.06
Ai to Ken no Camelot: Mangaka Marina Time Slip Jiken,"Adventure, Comedy, Fantasy",OVA,1.0,348,6.07
Antinotice,Music,Music,1.0,744,6.07
Cream Lemon: Lemon Angel,Ecchi,TV,37.0,1068,6.07
Duel Masters Movie 1: Yami no Shiro no Maryuuou,"Adventure, Kids",Movie,1.0,748,6.07
Gensou Jotan Ellcia,"Adventure, Fantasy",OVA,4.0,940,6.07
Hana no Ko Lunlun: Konnichiwa Sakura no Kuni,"Drama, Magic, Shoujo",Movie,1.0,423,6.07
Hate You,Music,Music,1.0,1222,6.07
Idol Bouei-tai Hummingbird,"Action, Adventure, Comedy, Military, Music, Shounen",OVA,4.0,825,6.07
La Primavera,Music,Music,1.0,86,6.07
"Misenai Namida wa, Kitto Itsuka","Fantasy, Music",Music,1.0,279,6.07
Oh! Super Milk-chan,"Action, Comedy, Parody, Sci-Fi",TV,12.0,2757,6.07
Oreca Battle,Game,TV,51.0,1632,6.07
Sono Kinisasete yo: My My Mai,"Comedy, Ecchi, Supernatural",OVA,2.0,1018,6.07
Strobe Light,Music,Music,1.0,313,6.07
Tabidachi: Ami Shuushou,"Drama, Ecchi, Romance",Movie,1.0,402,6.07
Taisei Kensetsu: Shin Doha Kokusai Kuukou,Drama,Special,1.0,1705,6.07
Tomorrow&#039;s Song,Music,Music,1.0,507,6.07
Ultraman USA,"Action, Adventure, Sci-Fi",Movie,1.0,243,6.07
"Wake Up, Girl Zoo!",Comedy,ONA,10.0,3308,6.07
"Wake Up, Girls! no Miyagi PR Yarasete Kudasai!",Drama,Special,1.0,535,6.1
Ayane-chan High Kick!,"Comedy, Shounen, Sports",OVA,2.0,2439,6.06
Behind a Smile,"Action, Demons, Music",Music,1.0,292,6.06
Cinderella Express,"Comedy, Ecchi, Romance, Seinen",OVA,1.0,299,6.06
Defend Love,"Adventure, Fantasy, Magic, Mecha, Music, Romance, Sci-Fi, Super Power, Supernatural",Music,1.0,1162,6.06
Diabolik Lovers OVA,"Harem, School, Shoujo, Vampire",OVA,1.0,13638,6.06
Gunparade Orchestra,"Drama, Mecha, Military, Romance, Sci-Fi, Slice of Life",TV,24.0,2816,6.06
Hatsukoi Monster,"Comedy, Romance, School, Shoujo",TV,12.0,37238,6.06
Himitsu Spark,Music,Music,1.0,367,6.06
Inferno Cop Specials,"Action, Comedy",Special,2.0,755,6.06
Juusou Kikou Dancougar Nova,Mecha,TV,12.0,3326,6.06
Koi Hanabi,"Fantasy, Music",Music,1.0,235,6.06
Komaneko no Christmas: Maigo ni Natta Present,"Comedy, Fantasy",Movie,1.0,207,6.06
Mahou no Star Magical Emi: Semishigure,"Comedy, Magic, Shoujo",OVA,1.0,337,6.06
Mangirl!,"Comedy, Slice of Life",TV,13.0,19015,6.05
Marginal Prince: Gekkeiju no Ouji-tachi,"Romance, School, Shounen Ai",TV,13.0,7962,6.06
Maria†Holic: Run Run Riru Ran Ran Rara,"Comedy, Music",Music,1.0,2778,6.06
Ninja &amp; Soldier,Psychological,Movie,1.0,166,6.06
Nobiro Nobiro Daisuki na Ki,"Fantasy, Music",Music,1.0,168,6.06
Osiris no Tenbin,"Drama, Supernatural, Thriller",ONA,10.0,1447,6.06
Puzzle &amp; Dragons CM,"Game, School",ONA,2.0,696,6.06
Ryuusei Sentai Musumet,"Adventure, Comedy, Ecchi, Romance, Sci-Fi",TV,13.0,1331,6.06
Saa Ikou! Tamagotchi,Kids,TV,12.0,487,6.06
Seihou Tenshi Angel Links,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi, Space",TV,13.0,4817,6.06
Shijin no Shougai,"Drama, Fantasy, Psychological",Movie,1.0,541,6.06
Teito Monogatari,"Historical, Horror, Supernatural",OVA,4.0,3393,6.06
Turning Girls,"Comedy, Slice of Life",ONA,7.0,4588,6.06
Yuugen Kaisha: Jiken File 00 - Hajimari wa Ayashiku mo Hanayaka ni,"Adventure, Comedy, Supernatural",Special,1.0,265,6.06
Cheer Danshi!! Recap,"School, Sports",Special,1.0,2537,6.06
Chiisana Jumbo,"Fantasy, Kids, Music",Movie,1.0,202,6.05
Chou Seimeitai Transformers Beast Wars Metals: Convoy Daihenshin!,"Action, Mecha, Sci-Fi, Super Power",Movie,1.0,389,6.05
Dore Dore no Uta,Music,Music,1.0,1658,6.05
G-9,Fantasy,OVA,1.0,1693,6.05
Glass no Kamen Desu ga the Movie: Onna Spy no Koi! Murasaki no Bara wa Kiken na Kaori!?,"Comedy, Parody",Movie,1.0,433,6.05
Guardian Hearts-Power UP!,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance",OVA,4.0,2402,6.05
Hoka Hoka Kazoku,Comedy,TV,1428.0,194,6.05
Kaitou Tenshi Twin Angel,Magic,OVA,2.0,3442,6.05
Lemon Angel (1988/II),Ecchi,TV,8.0,462,6.05
Love♥Love?,"Comedy, Ecchi, Harem, Romance",TV,9.0,15114,6.05
Memories Off,"Drama, Romance",OVA,3.0,4488,6.05
Mobile Suit Gundam 0083: Stardust Memory Picture Drama - Uchuu no Kagerou 2,"Action, Mecha, Space",Special,1.0,269,6.05
Parol no Miraijima,"Action, Adventure, Fantasy",Movie,1.0,1541,6.05
Samurai Girl Real Bout High School,"Adventure, Comedy, Fantasy, Shounen",TV,13.0,6689,6.05
Sengoku Kitan Youtouden Soushuuhen,"Action, Martial Arts, Samurai",Movie,1.0,3110,6.05
Shuten Douji,"Demons, Historical, Horror, Sci-Fi, Shounen, Space, Supernatural",OVA,4.0,1036,6.05
Teinenpi Shoujo Haiji,Comedy,ONA,8.0,216,6.05
vivi,"Adventure, Fantasy, Music, Romance",Music,1.0,134,6.05
AIKa,"Action, Adventure, Comedy, Ecchi, Sci-Fi",OVA,7.0,17545,6.04
Angel Cop,"Action, Police, Sci-Fi",OVA,6.0,5663,6.04
Aquarian Age: Saga II - Don&#039;t Forget Me...,"Action, Drama, Super Power",OVA,1.0,2332,6.04
Babyshiba,Comedy,Special,6.0,129,6.04
Birth,"Action, Adventure, Comedy, Sci-Fi",OVA,1.0,2129,6.04
Bouken! Iczer 3,"Action, Adventure, Sci-Fi",OVA,6.0,1218,6.04
Busou Chuugakusei: Basket Army,"Action, Military",ONA,5.0,4046,6.04
Deimos no Hanayome: Ran no Kumikyoku,"Demons, Drama, Fantasy, Horror, Magic, Mystery, Psychological, Shoujo, Supernatural",OVA,1.0,2030,6.04
Gall Force: New Era,"Action, Mecha, Military, Sci-Fi, Space",OVA,2.0,950,6.04
High School Agent,"Action, Drama, Military",OVA,2.0,219,6.04
Install Pilot,"Action, Sci-Fi, Shounen",Special,1.0,456,6.04
Kerokko Demetan,"Comedy, Fantasy, Kids",TV,39.0,533,6.04
Lesson XX,"Romance, Shounen Ai",OVA,1.0,4574,6.04
Licca-chan to Yamaneko Hoshi no Tabi,"Adventure, Fantasy, Kids, Magic",OVA,1.0,189,6.04
Monster Hunter Stories: Ride On,Fantasy,TV,48.0,6848,6.03
Nayuta,"Action, Sci-Fi, Shoujo",OVA,1.0,549,6.04
Otome Nadeshiko Koi Techou,"Historical, Shoujo",OVA,1.0,3074,6.04
Regalia: The Three Sacred Stars,"Action, Mecha, Sci-Fi",TV,13.0,16766,6.03
Shining Hearts: Shiawase no Pan - Kokoro ga Todoita Picture Drama,Fantasy,Special,6.0,1292,6.04
Soul Buster,"Action, Samurai",TV,12.0,11086,6.01
Strange+ Special,"Comedy, Shoujo, Slice of Life",Special,1.0,1235,6.04
Tetsuwan Atom: Ao Kishi no Kan,"Action, Mecha, Sci-Fi",Movie,1.0,282,6.04
Transformers Superlink Special,"Adventure, Kids, Mecha, Sci-Fi, Shounen",Special,1.0,418,6.04
Transformers: Scramble City,"Action, Mecha, Sci-Fi, Shounen",OVA,1.0,792,6.04
Anime Oyako Gekijou,"Adventure, Fantasy, Historical, Kids, Sci-Fi",TV,26.0,1074,6.03
Chiisana Ojisan,Slice of Life,TV,30.0,478,6.03
Committed RED,Music,Music,1.0,140,6.03
DD Hokuto no Ken 2 Ichigo Aji+,"Comedy, Parody, School, Seinen",TV,12.0,1695,6.03
Forsaken,"Music, Vampire",Music,1.0,583,6.03
Girlfriend (Kari),"School, Slice of Life",TV,12.0,24338,6.03
Himegoto,"Comedy, School",TV,13.0,42129,6.03
Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!!,Magic,TV,12.0,4669,6.03
Kokoro Toshokan: Communication Clips,"Comedy, Drama, Slice of Life",Special,1.0,455,6.03
Kotetsu no Daibouken,"Action, Comedy, Ecchi, Fantasy, Magic, Romance, Sci-Fi, Shounen",OVA,2.0,1420,6.03
Mahou Shoujo Nante Mou Ii Desukara.,"Comedy, Magic",TV,12.0,13654,6.03
Minna Agechau♡,"Comedy, Ecchi, Romance",OVA,1.0,690,6.03
Petit Eva: Evangelion@School,"Comedy, Parody, School",ONA,24.0,15734,6.03
Puzzle &amp; Dragons Cross,"Game, Kids",TV,1.0,4369,6.03
Shihaisha no Tasogare,"Action, Demons, Drama, Horror, Sci-Fi, Shoujo, Supernatural",OVA,1.0,4377,6.03
Super Mario World: Mario to Yoshi no Bouken Land,"Comedy, Game, Kids",OVA,1.0,163,6.02
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,"Comedy, Mecha, Police, Sci-Fi",TV,12.0,37993,6.02
Avenger,"Adventure, Fantasy, Sci-Fi, Shounen",TV,13.0,12286,6.02
Babel Nisei (1992),"Action, Mecha, Sci-Fi",OVA,4.0,1074,6.02
Bounty Hunter: The Hard,"Action, Police",OVA,1.0,430,6.02
Chocotan!,"Comedy, Shoujo",Special,1.0,2923,6.02
Chouon Senshi Borgman: Lovers Rain,"Action, Demons, Sci-Fi, Shounen",Movie,1.0,404,6.02
Cyclops Shoujo Saipuu,"Comedy, Ecchi, School, Slice of Life",ONA,12.0,15329,6.02
Firestorm,"Action, Mecha, Military, Sci-Fi",TV,26.0,615,6.02
G-On Riders,"Action, Comedy, School, Sci-Fi",TV,13.0,2606,6.02
